flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,loyalty_program_level,fleet_type_description,fleet_usage,response_group
364,EWX,HNX,2022-09-16,Delayed,Delayed,Domestic,"it would have been nice if we were offered choices like in the past, prepandemic.",70+,non-elite,B767-400,Mainline,member
6362,IAX,VEX,2022-09-15,Early & Ontime,Early & Ontime,Latin,not.,80+,non-elite,ERJ-175,Express,member
2615,LAX,EWX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,i was able to purchase food on the plane that i was not allowed to purchase 3 days before the flight.,90+,non-member,B787-10,Mainline,non-member
722,EWX,MCX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,chicken was dry and unappetizing. fruit was great. need low sugar desserts/pastries.,90+,premier platinum,B737-900,Mainline,member
722,EWX,MCX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,"should have some sugar free items, diabetic.",90+,non-member,B737-900,Mainline,non-member
1246,EWX,MSX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,no_comment,80+,non-member,A320-200,Mainline,non-member
1694,ORX,BWX,2022-09-17,Early & Ontime,Early & Ontime,Domestic,more beer/alcohol choices would be better. there was only 3 beer options.,90+,non-elite,A319-100,Mainline,member
292,IAX,SMX,2022-09-17,Early & Ontime,Early & Ontime,Domestic,have to pay for cheese and crackers?. seriously?.,80+,premier gold,B737-800,Mainline,member
292,IAX,SMX,2022-09-17,Early & Ontime,Early & Ontime,Domestic,tasted like packaged food. not like food pre covid. poor quality.,80+,premier silver,B737-800,Mainline,member
292,IAX,SMX,2022-09-17,Early & Ontime,Early & Ontime,Domestic,"we ordered hamburgers online from the email that we received and were only offered a vegetarian and spicy pasta dish and not the hamburger. i can not eat spicy things. i am not into vegetarian so my husband ate my dinner. i went hungry. not enough choices onboard and if you offer things online and we choose that, why did not we get it?. not satisfied with the options and lack of.",80+,non-elite,B737-800,Mainline,member
1430,IAX,EWX,2022-09-17,Delayed,Delayed,Domestic,more options of food & beverage (non-alcoholic) would be nice.,90+,premier silver,B777-200,Mainline,member
3622,GRX,EWX,2022-09-17,Delayed,Early & Ontime,Domestic,"for the price we pay for tickets, why anyone is only presented with just a cup of beverage rather than a full can/bottle of desired drink is ridiculous.",90+,non-member,ERJ-175,Express,non-member
876,SFX,HNX,2022-09-16,Early & Ontime,Delayed,Pacific,"quality far below asian and euro lines… it is to be expected?. especially lounge is poor in comparison, but getting better of late.",0 to 70,premier silver,B777-200,Mainline,member
683,EWX,SFX,2022-09-17,Delayed,Early & Ontime,Domestic,a better more hearty transcon meal even at a higher ticket price is better than separate charges.,90+,premier gold,B777-300,Mainline,member
1426,MKX,DEX,2022-09-17,Early & Ontime,Early & Ontime,Domestic,would prefer to have both pretzels and cookie.,70+,non-elite,B737-800,Mainline,member
2215,JAX,EWX,2022-09-17,Early & Ontime,Delayed,Domestic,very fresh and delicious fruit as part of the meal.,90+,non-elite,A319-100,Mainline,member
1499,IAX,AUX,2022-09-17,Early & Ontime,Early & Ontime,Domestic,had lasagna it was nice and hot salad was good too .,70+,premier silver,B737-900,Mainline,member
1463,SEX,DEX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,glad to see snacks served after recent sea-ord trip on which there were no snacks served in coach.,90+,premier platinum,B737-900,Mainline,member
1542,LAX,IAX,2022-09-15,Early & Ontime,Early & Ontime,Domestic,no meal service and all business class customers were promised $50 voucher via email. to date nothing has come thru yet.,0 to 70,non-member,A320-200,Mainline,non-member
1002,PHX,SFX,2022-09-18,Delayed,Delayed,Domestic,the staff offered free snacks at the gate due to the flight delay. this was appreciated. thank you.,90+,non-elite,A320-200,Mainline,member
65,EWX,LIX,2022-09-18,Early & Ontime,Delayed,Atlantic,"on my most recent flight, and other international flights with united, i did not know what kind of chicken dish was available. the choices were chicken or veggie. last time it was a chicken curry. this flight was a chicken tomato quinoa dish. i will make sure to ask, but it may be helpful to add one adjective to the chicken option when presenting to customers.",90+,premier silver,B787-10,Mainline,member
1789,SFX,IAX,2022-09-17,Early & Ontime,Delayed,Domestic,preorder should be utilized more. i believe this is preferred to being on a flight with options limited (connecting flight just before this would have benefitted from preorder;. entire section was unable to order beef because there were not enough beef meals).,90+,premier silver,B737-900,Mainline,member
2365,LGX,ORX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,nop.,90+,non-member,A319-100,Mainline,non-member
16,LHX,EWX,2022-09-18,Early & Ontime,Early & Ontime,Atlantic,will we be able to pre-order specialty meals again?. will mixed drinks be available?.,90+,non-elite,B767-300,Mainline,member
352,DCX,SFX,2022-09-18,Delayed,Delayed,Domestic,the meal was very good.,90+,premier silver,B737-800,Mainline,member
2196,ORX,IAX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,i fly with you frequently and wish there were more options as i tire of the same items 3-4 times/month.,90+,premier gold,B737-900,Mainline,member
674,MCX,IAX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,would appreciate to have more snack variety other than pretzels or cookies.,90+,non-elite,A320-200,Mainline,member
1782,MAX,IAX,2022-09-18,Delayed,Early & Ontime,Domestic,"i am sorry, it was not this flight but your survey would not let me go back. it was other legs of my trip. all flights need at least pretzels or cookies for those of us who need something to chew for our ears.",0 to 70,non-member,A319-100,Mainline,non-member
1582,DEX,IAX,2022-09-19,Delayed,Delayed,Domestic,impressed by the full size can of soda. expected one of the small cans.,90+,non-member,B777-200,Mainline,non-member
1918,IAX,MEX,2022-09-19,Delayed,Delayed,Domestic,would have been nice to have pretzels or peanuts.,90+,non-elite,A319-100,Mainline,member
1746,SFX,IAX,2022-09-20,Early & Ontime,Delayed,Domestic,good.,90+,non-member,B777-200,Mainline,non-member
1746,SFX,IAX,2022-09-20,Early & Ontime,Delayed,Domestic,"my beverage choice was not available. flight attendant said he would check in back, but never returned. tho i did have something else meanwhile so not terrible.",90+,non-elite,B777-200,Mainline,member
1450,YVX,SFX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,for first class should offer a little bit better.,90+,premier 1k,B737-900,Mainline,member
3849,AVX,ORX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,would prefer being served can of soda or sparkling water instead of just a cup.,90+,non-elite,CRJ-200,Express,member
915,CDX,IAX,2022-09-20,Delayed,Delayed,Atlantic,no - the chicken curry dish & endive salad were very good!.,90+,non-elite,B777-200,Mainline,member
126,ATX,EWX,2022-09-19,Delayed,Delayed,Atlantic,for some reason no one in my section got there second meal...looked like crap anyway.,90+,non-elite,B777-200,Mainline,member
1258,EWX,SFX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,tea had a strange flavor.,90+,premier gold,B777-200,Mainline,member
1548,ORX,MEX,2022-09-18,Early & Ontime,Delayed,Latin,the food options were poor. not much to choose from.,90+,non-elite,A319-100,Mainline,member
2462,ORX,DEX,2022-09-20,Delayed,Delayed,Domestic,they were yummy.,90+,non-elite,A319-100,Mainline,member
2462,ORX,DEX,2022-09-20,Delayed,Delayed,Domestic,a continental breakfast in first class should definitely be classier.,90+,premier silver,A319-100,Mainline,member
950,LHX,SFX,2022-09-20,Early & Ontime,Delayed,Atlantic,it would be nice to pre-order because my first two options were not available.,0 to 70,non-member,B777-200,Mainline,non-member
1182,LAX,IAX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,the pre-order was not what was loaded on the flight.,90+,premier platinum,B737-900,Mainline,member
3592,ORX,PIX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,no snack.,90+,non-elite,ERJ-170,Express,member
5818,DEX,GJX,2022-09-20,Delayed,Delayed,Domestic,"prefer more nutritious boxed options than the junk offered. ie, cheese/crackers/ grapes/humus.",90+,non-elite,ERJ-175,Express,member
1404,IAX,PNX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,time to change the snack options.,90+,premier gold,B737-700,Mainline,member
876,SFX,HNX,2022-09-19,Early & Ontime,Delayed,Pacific,"initial meal was served within an hour after take-off and subsequent meal was served approx an hour before landing, that is at least 8-9 hours in between meals and made the trip uncomfortable.",0 to 70,non-elite,B777-200,Mainline,member
4293,HRX,IAX,2022-09-20,Delayed,Early & Ontime,Domestic,no_comment,90+,non-member,ERJ-145,Express,non-member
741,DEX,SLX,2022-09-21,Delayed,Early & Ontime,Domestic,no_comment,90+,premier gold,B737-800,Mainline,member
2333,SFX,MCX,2022-09-21,Early & Ontime,Delayed,Domestic,they were out of stoopwaffels.,90+,premier gold,B737-900,Mainline,member
5234,STX,ORX,2022-09-21,Delayed,Early & Ontime,Domestic,flight was too quick for it.,90+,premier silver,ERJ-175,Express,member
1784,SFX,AUX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,"no, not really.",90+,non-member,B737-MAX9,Mainline,non-member
1717,PHX,DEX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,really glad to be able to get the fruit flavored sparking water- aha.,90+,non-elite,B737-800,Mainline,member
5525,SFX,ONX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,i prefer to drink dr pepper rather than coke.,90+,non-elite,CRJ-700,Express,member
2247,IAX,RSX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-member,A320-200,Mainline,non-member
4725,DEX,TVX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,i pre- ordered for the first time but did not receive my orders.,90+,non-elite,ERJ-175,Express,member
1141,IAX,TPX,2022-09-22,Early & Ontime,Delayed,Domestic,i would have like a little larger snack.,90+,non-elite,B737-900,Mainline,member
91,EWX,TLX,2022-09-22,Delayed,Delayed,Atlantic,"i had a vegetarian meal which consisted of rice and vegetables twice on an 11-hour flight... do not get me wrong, it was okay, but could have been a bit more better (diversify).",90+,non-member,B787-10,Mainline,non-member
2653,SFX,BOX,2022-09-21,Early & Ontime,Delayed,Domestic,there are very few options for the vegetarians. only have a choice between tapas or recline boxes!.,90+,premier 1k,B737-MAX9,Mainline,member
5995,GSX,ORX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,it would be nice if a small snack was provided.,90+,non-elite,ERJ-175,Express,member
510,FCX,EWX,2022-09-22,Delayed,Delayed,Atlantic,better sandwich variety on the way back.,90+,premier silver,B777-200,Mainline,member
510,FCX,EWX,2022-09-22,Delayed,Delayed,Atlantic,food really needs improvement. for the price of the ticket you can not even offer a choice of a sandwich when going coast to coast. your international food at best boardline and truly not at enough for a 9 hour flight.,90+,non-elite,B777-200,Mainline,member
980,EDX,IAX,2022-09-23,Delayed,Early & Ontime,Atlantic,would prefer pepsi to be an option as do not enjoy coke products or sprite. very limited options. meal was served on a cold bowl meaning the food went cold super quick. bread roll was hard. was unable to eat before landing as they has run out of my first and only choice.,90+,premier gold,B767-400,Mainline,member
301,SFX,HNX,2022-09-22,Delayed,Delayed,Domestic,drink options are fine. food choices continue to be subpar.,90+,premier platinum,B777-200,Mainline,member
843,SYX,LAX,2022-09-23,Early & Ontime,Early & Ontime,Pacific,i think the last flight from sydney to la a month ago the food options were better no warm nuts on this service and not really good bread service or appetizer and dessert.,90+,premier 1k,B787-9,Mainline,member
201,GUX,HNX,2022-09-23,Early & Ontime,Early & Ontime,Pacific,need to change up the menu. it is been the same on this flight for a long time.,80+,premier 1k,B777-300,Mainline,member
201,GUX,HNX,2022-09-23,Early & Ontime,Early & Ontime,Pacific,better breakfast and or lunch.,80+,premier gold,B777-300,Mainline,member
1746,SFX,IAX,2022-09-23,Early & Ontime,Delayed,Domestic,no_comment,90+,non-member,B777-200,Mainline,non-member
1117,SAX,IAX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,i was happy united served coke products.,90+,non-elite,B737-900,Mainline,member
1117,SAX,IAX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,none. the beverages were good for the flight.,90+,non-elite,B737-900,Mainline,member
5323,DEX,IDX,2022-09-17,Early & Ontime,Early & Ontime,Domestic,no snack was a little disappointed over that. love my snacks.,70+,non-member,ERJ-175,Express,non-member
316,FLX,IAX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,selections too limited.,90+,non-member,B737-900,Mainline,non-member
4710,BIX,DEX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,"small snack would be great, better quality of wine coffee was great!.",90+,non-member,CRJ-200,Express,non-member
1761,IAX,RDX,2022-09-21,Delayed,Early & Ontime,Domestic,i had one beverage service on this flight and ordered water. that was just right for me.,80+,premier gold,A320-200,Mainline,member
136,ZRX,EWX,2022-09-23,Early & Ontime,Early & Ontime,Atlantic,"need food items that are not gas causing. so much beans, cheese and hard to digest.",90+,non-elite,B767-300,Mainline,member
2680,DEX,ORX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,B777-200,Mainline,member
65,EWX,LIX,2022-09-24,Delayed,Delayed,Atlantic,will use united at newark again.,90+,non-elite,B787-10,Mainline,member
1703,PIX,ORX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,i was not given a choice. i got a bag of pretzels the passenger beside me got cookies and pretzels. not cool.,90+,non-elite,B737-900,Mainline,member
6070,IAX,CLX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,there was no food and beverage on this 1 hour flight.,80+,premier silver,ERJ-175,Express,member
2476,ORX,CLX,2022-09-24,Delayed,Delayed,Domestic,it would be nice to have small sandwiches drinks were great.,90+,premier gold,B737-800,Mainline,member
2172,GRX,DEX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,B737-900,Mainline,member
251,ABX,DEX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,i was glad to see snacks and a variety of drinks served. and on some flights we were even offered a choice of snacks. thank you!.,90+,non-member,B737-800,Mainline,non-member
527,AMX,IAX,2022-09-24,Early & Ontime,Early & Ontime,Atlantic,not happy that bombay is the only choice of gin.,90+,premier platinum,B787-8,Mainline,member
366,CMX,DEX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,the chicken satay was terrible. the flight attendant made up for poor quality. he was awesome. can not remember his name.,70+,non-elite,A320-200,Mainline,member
2315,IAX,QRX,2022-09-24,Early & Ontime,Early & Ontime,Latin,did not have beverages.,80+,non-member,B737-700,Mainline,non-member
450,ORX,LAX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,bring back peanuts.,90+,non-member,B737-900,Mainline,non-member
27,LHX,DEX,2022-09-23,Early & Ontime,Delayed,Atlantic,the wine was dreadful.,80+,non-elite,B787-9,Mainline,member
1687,SEX,IAX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,prefer bottled water over a glass.,90+,non-elite,B737-900,Mainline,member
108,MUX,IAX,2022-09-25,Early & Ontime,Early & Ontime,Atlantic,i was extremely impressed with the pasta ravioli how generous the portion was and absolutely delicious!. airplane food should not be so good!.,90+,premier silver,B777-200,Mainline,member
1116,DEX,MCX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,"no--actually if your survey would give the option of na or did not purchase it would be a lot nicer than going through and selecting ""i did not purchase..."" three times to get to this point.",80+,premier platinum,B737-800,Mainline,member
1724,SFX,KOX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,more choice would be nice.,0 to 70,premier 1k,B757-300,Mainline,member
762,MUX,DEX,2022-09-25,Delayed,Delayed,Atlantic,you ran out of beer on this flight as well. how can you not properly stock the plane with beverages for such a long flight?!.,90+,non-elite,B787-9,Mainline,member
1459,LGX,IAX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,non sugar options would be nice.,90+,non-elite,B737-800,Mainline,member
1923,IAX,INX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,na.,90+,premier silver,B737-MAX8,Mainline,member
2322,PHX,IAX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,"only thing i would share is that if someone orders a soda, especially a diet one, just give them the can. not many people do, and they go flat so fast. i asked for a diet coke and the attendant gave me the half that was left over from someone else and it was flat. just a thought.",90+,non-elite,B737-MAX8,Mainline,member
2478,EWX,SMX,2022-09-25,Delayed,Delayed,Domestic,no_comment,90+,non-elite,B737-900,Mainline,member
1706,IAX,SFX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,more snacks next time plz.,90+,premier silver,B737-900,Mainline,member
1486,DEX,YVX,2022-09-26,Delayed,Delayed,Domestic,i was only offered one entree and for some reason everyone else was offered two. i would have loved the offer of one more beverage. my connecting flight had dramatically better service.,80+,global services,B737-800,Mainline,member
536,DEX,PSX,2022-09-26,Early & Ontime,Delayed,Domestic,we were served throughout not just once.,90+,non-elite,B737-800,Mainline,member
520,SAX,IAX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,the belgium waffle was delicious!!.,80+,premier gold,B737-700,Mainline,member
929,LHX,ORX,2022-09-26,Early & Ontime,Early & Ontime,Atlantic,the only suggested improvement on the food/beverages is to have a better quality of coffee.,90+,non-elite,B767-300,Mainline,member
5614,DEX,CLX,2022-09-25,Delayed,Delayed,Domestic,"as much as we are paying for tickets, the snacks that were offered were terrible and do not take into consideration people with food allergies.",90+,non-member,ERJ-175,Express,non-member
1793,IAX,EWX,2022-09-26,Delayed,Early & Ontime,Domestic,serve a bit bigger portion of the snacks.,90+,non-member,B737-800,Mainline,non-member
41,EWX,FCX,2022-09-26,Delayed,Delayed,Atlantic,the veg entree lacked veggies…. too few and lots of noodles.,80+,non-member,B777-300,Mainline,non-member
6363,IAX,DTX,2022-09-25,Early & Ontime,Delayed,Domestic,no_comment,90+,non-elite,ERJ-175,Express,member
5299,ORX,DCX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,offer a low carb alternative like nuts. junk food in the am is not a good idea.,80+,premier 1k,ERJ-175,Express,member
387,DBX,EWX,2022-09-27,Delayed,Delayed,Atlantic,"we use to have much better quality of wine. now, it is pretty ordinary. presentation is mediocre to say the least.",90+,non-elite,B767-300,Mainline,member
4803,MRX,DEX,2022-09-27,Delayed,Early & Ontime,Domestic,"i am gluten free. although i did not request a meal, the lunch did not have any fruit of vegetables and little protein.",80+,non-elite,CRJ-200,Express,member
1876,FLX,EWX,2022-09-27,Early & Ontime,Delayed,Domestic,i think united should offer more food choices if purchasing ahead of the flight rather than just the same basic snacks you can buy on the plane.,90+,non-elite,A320-200,Mainline,member
1543,SFX,YVX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,coffee was good.,90+,non-member,A319-100,Mainline,non-member
1578,RNX,SFX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,nothing was offered because it was a short flight.,0 to 70,non-elite,B737-800,Mainline,member
3965,IAX,SDX,2022-09-27,Delayed,Delayed,Domestic,slow going with new attendant.,90+,non-elite,CRJ-200,Express,member
1634,IAX,ORX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,serve the drinks first and than the snack.,90+,non-elite,B737-MAX9,Mainline,member
64,GRX,IAX,2022-09-27,Delayed,Delayed,Latin,no_comment,80+,premier 1k,B787-9,Mainline,member
1123,EWX,CPX,2022-09-28,Delayed,Delayed,Atlantic,braised beef great.,90+,non-elite,B787-9,Mainline,member
3580,EWX,SDX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,i thought the blue cup with united on it was a good idea...matching.,80+,non-member,ERJ-175,Express,non-member
6,IAX,LHX,2022-09-28,Early & Ontime,Early & Ontime,Atlantic,no_comment,90+,non-elite,B787-9,Mainline,member
1948,EWX,RDX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,no snack provided.,90+,non-elite,B737-700,Mainline,member
4283,ICX,DEX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,ERJ-145,Express,member
1232,EWX,DEX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,"no, nothing.",90+,non-member,B737-900,Mainline,non-member
437,SFX,BWX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,B737-MAX9,Mainline,member
5302,ORX,GRX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,would have been nice to have been offered small snack/cookies.,90+,non-member,CRJ-200,Express,non-member
1111,OGX,LAX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,service was great.,90+,premier gold,B737-MAX9,Mainline,member
1197,CUX,ORX,2022-09-29,Early & Ontime,Early & Ontime,Latin,was just odd that our flight down to cancun we had the option for pretzels or a cookie and this flight did not have that.,80+,non-elite,B737-900,Mainline,member
2170,ORX,SFX,2022-09-29,Early & Ontime,Delayed,Domestic,no complain.,90+,premier silver,B787-9,Mainline,member
819,EZX,IAX,2022-09-29,Early & Ontime,Early & Ontime,Latin,that is all.,90+,premier platinum,B777-200,Mainline,member
681,SAX,DEX,2022-09-27,Delayed,Early & Ontime,Domestic,there were no free snacks offered.,70+,non-elite,A319-100,Mainline,member
519,IAX,XPX,2022-09-29,Delayed,Early & Ontime,Latin,everything fine.,90+,non-elite,B737-700,Mainline,member
5337,ORX,TVX,2022-09-30,Delayed,Delayed,Domestic,food or beverage was not offer on this flight.,80+,non-elite,ERJ-175,Express,member
1018,CUX,IAX,2022-09-30,Early & Ontime,Early & Ontime,Latin,better variety of food and larger portions of beverages.,90+,non-member,B737-900,Mainline,non-member
161,MUX,IAX,2022-09-30,Delayed,Delayed,Atlantic,"food was not that great. i believe there are 30 seats in business and they were only four servings of fish. if you offer three items, you would think united would have at least 1/3 of each. for the price of the ticket, your food really is pretty awful. and when are you going to acknowledge gluten intolerance?.",90+,premier platinum,B767-300,Mainline,member
161,MUX,IAX,2022-09-30,Delayed,Delayed,Atlantic,no_comment,90+,premier platinum,B767-300,Mainline,member
161,MUX,IAX,2022-09-30,Delayed,Delayed,Atlantic,one of the best flight meals i have ever had.,90+,non-member,B767-300,Mainline,non-member
3597,YUX,EWX,2022-09-30,Early & Ontime,Early & Ontime,Domestic,no_comment,80+,premier platinum,ERJ-175,Express,member
5317,ORX,ROX,2022-09-30,Delayed,Delayed,Domestic,did not really want a beverage so did not order. would have been nice to have a snack option also.,0 to 70,non-member,ERJ-175,Express,non-member
1516,SNX,EWX,2022-09-30,Early & Ontime,Early & Ontime,Domestic,i would like to eat tasty food or snack.,90+,non-member,B737-700,Mainline,non-member
2372,DFX,SFX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,A319-100,Mainline,member
1027,DEX,AUX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,a free snack like pretzels would have been nice!.,90+,non-elite,A320-200,Mainline,member
1973,MCX,ORX,2022-09-30,Early & Ontime,Delayed,Domestic,would have liked a snack such as nuts or crackers.,80+,non-elite,B737-800,Mainline,member
2018,IAX,BOX,2022-09-30,Delayed,Delayed,Domestic,std beverages.,90+,non-elite,A320-200,Mainline,member
902,SFX,LHX,2022-09-01,Early & Ontime,Delayed,Atlantic,new vendor is recommended.,90+,non-elite,B777-200,Mainline,member
902,SFX,LHX,2022-09-01,Early & Ontime,Delayed,Atlantic,the fish was amazingly good!.,90+,premier 1k,B777-200,Mainline,member
2000,SFX,DEX,2022-09-01,Early & Ontime,Delayed,Domestic,my husband had the chicken dish and loved it. said he would order it in a restaurant.,90+,non-elite,B757-300,Mainline,member
1251,LAX,SFX,2022-09-01,Early & Ontime,Delayed,Domestic,was not offered.,90+,non-elite,B757-200,Mainline,member
1408,IAX,LAX,2022-09-01,Delayed,Early & Ontime,Domestic,no_comment,80+,non-member,B737-800,Mainline,non-member
998,ACX,IAX,2022-09-01,Early & Ontime,Early & Ontime,Atlantic,the breakfast was poor. who eats scrambled eggs with fried plantains. bad choice.,90+,non-elite,B787-8,Mainline,member
998,ACX,IAX,2022-09-01,Early & Ontime,Early & Ontime,Atlantic,not really. i enjoyed every thing.,90+,non-elite,B787-8,Mainline,member
826,NRX,SPX,2022-09-01,Early & Ontime,Early & Ontime,Pacific,no_comment,0 to 70,non-elite,B737-800,Mainline,member
2620,TPX,DEX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,the flight attendants were very attentive in serving.,90+,non-elite,B737-900,Mainline,member
6074,LIX,IAX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-member,ERJ-175,Express,non-member
4799,LAX,SLX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,it is difficult to please individuals but i suspect that the closeness of the seating makes any meal difficult to enjoy. p.,70+,premier silver,ERJ-175,Express,member
510,FCX,EWX,2022-09-02,Early & Ontime,Early & Ontime,Atlantic,"in general, i wish you would minimize your use of single use plastics. water (and other drinks)in cartons or cans, compostable instead of plastic utensils, compostable cups instead of plastic. and i really hope you reuse those head phones that you give out in first class.",90+,non-member,B777-200,Mainline,non-member
944,LIX,IAX,2022-09-02,Early & Ontime,Early & Ontime,Atlantic,"for the last 4 flight i had with united (this year), the meal options were always chicken or pasta (vegetarian). they both come with the heavy tomato sauce, which is not very pleasant. so if you do not like this sauce, you do not get much choice. also it would be great to have just one more tea option, aside from black. like mint or or any other non caffeine tea. thank you.",90+,non-member,B757-200,Mainline,non-member
6037,IAX,ELX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,business needs more than pretzels no matter how short.,90+,premier 1k,ERJ-175,Express,member
1785,STX,EWX,2022-09-02,Early & Ontime,Early & Ontime,Latin,one package of 2 small cookies is a bit meager. when the stewardess was asked if we could have a package of pretzels as well she said she could not because there was not enough to go around.,80+,non-elite,B737-700,Mainline,member
1908,GUX,IAX,2022-09-01,Early & Ontime,Early & Ontime,Latin,good.,70+,non-elite,B737-800,Mainline,member
5826,SFX,BOX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,ERJ-175,Express,member
1753,EWX,RSX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-member,B737-700,Mainline,non-member
27,LHX,DEX,2022-09-02,Early & Ontime,Early & Ontime,Atlantic,allow for one free cocktail on international flights in economy plus.,0 to 70,premier platinum,B787-9,Mainline,member
2449,SFX,EWX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,very good.,90+,premier silver,B777-300,Mainline,member
4467,AVX,EWX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,"wish that we could be offered a small water bottle during shorter flights, good weather permitting.",80+,non-elite,CRJ-550,Express,member
461,SFX,YVX,2022-09-03,Early & Ontime,Delayed,Domestic,"complimentary water in my view, should alway be served in a small bottle and never in a plastic cup. not on a plane.",90+,non-member,A320-200,Mainline,non-member
1870,IAX,SAX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,"i do not expect a huge selection. but it would be nice if the flight attendants came around more often, since i could not get out of my seat.",80+,non-member,A319-100,Mainline,non-member
245,PVX,LAX,2022-09-03,Early & Ontime,Early & Ontime,Latin,maybe more variety.,0 to 70,non-elite,A320-200,Mainline,member
2617,LAX,IAX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,need non-alcoholic beer.,90+,global services,B737-900,Mainline,member
1979,EWX,SFX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,schedule integrity is most important consideration.,80+,global services,B777-200,Mainline,member
932,ORX,LHX,2022-09-04,Delayed,Delayed,Atlantic,please please get smarter on allergies - more gluten free marked options please - 1% of the northern europe population is gluten allergic / coeliac - i think you fly enough passengers that that is a lot of people and yet there are zero options. i have a wheat allergy - serious and yet on united i am regularly given the wrong food. you have to get better at this!!.,90+,premier 1k,B767-300,Mainline,member
3869,ABX,ORX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,decent selection of beverages. limited choice of snacks.,80+,non-elite,CRJ-200,Express,member
375,EWX,PBX,2022-09-04,Early & Ontime,Delayed,Domestic,no_comment,80+,non-elite,B737-MAX8,Mainline,member
871,SYX,SFX,2022-09-04,Delayed,Delayed,Pacific,"for polaris, the a la carte sundae was always something to look forward to on long flights. no other dessert option that i have tried is at all appealing. bring back the hot fudge sundae!. also, more premium champagne/sparkling wine options are necessary. other airlines' premium cabins have excellent champagne and united has really fallen behind here.",90+,premier 1k,B777-300,Mainline,member
